epoch,train_loss,val_loss,val_mae,val_rmse
1,0.47178456742109126,0.7230732545298175,0.5850335674668504,0.7669206782999635
2,0.3558635051843072,0.6816996581256198,0.5557853429518501,0.7331192199315822
3,0.3162949364811125,0.6797716331645619,0.5576285921793285,0.7347524113165056
4,0.2949716640697102,0.6909518509662042,0.5437446091978674,0.7257609769168061
5,0.2801916568527524,0.6632025209626168,0.5448151406646414,0.7228514604419118
6,0.2668924755175489,0.6549261909420208,0.538201085949783,0.7162598958728498
7,0.2593855500049646,0.6597077006614405,0.5542485696311367,0.7284012652599512
8,0.24454345960248683,0.6658303385715939,0.5511879838349302,0.7271361972507656
9,0.2367923324516547,0.6261897656672555,0.5383010042555162,0.7084276594335085
10,0.22326572669845168,0.6290139427156414,0.5428820309836423,0.7134956633985823
11,0.2143587388684562,0.6103987554142184,0.534763684269697,0.7036618198915705
12,0.1997083645285377,0.5836999929659716,0.5285709303761982,0.6857573204965351
13,0.19247556499593432,0.5875882166083138,0.5350413722711631,0.696522857313682
14,0.19219115465493325,0.6266983519600994,0.5227142532248784,0.6885812428089151
15,0.17862508613651978,0.5381406164302306,0.5141696638877851,0.6658595801167058
16,0.17404140656073927,0.5249900115556764,0.5109233070253635,0.6609285752728783
17,0.17274069674527576,0.5248281987688874,0.49498700535468754,0.6491694152419134
18,0.16439952974827984,0.49462295609261187,0.4859040334127001,0.6333922796611544
19,0.16369386744504927,0.465739065806412,0.47474273080811485,0.6151565057324432
20,0.13620009927540275,0.4886955099539602,0.48810390749859517,0.6312126269337446
