epoch,train_loss,val_loss,val_mae,val_rmse
1,0.3369195343865772,0.40423375667995765,0.42371040939440724,0.580438732845132
2,0.31443582060469777,0.39578761898877923,0.4311766952845294,0.5806941990751587
3,0.30795677960090584,0.36426708224990595,0.4035974086111028,0.5545701942482723
4,0.3039711469394689,0.3585127937745137,0.3969581029530734,0.550879530475979
5,0.2984590893915198,0.40666935924257597,0.4491330595761761,0.5990486859929994
6,0.2957446914802586,0.39821188976979005,0.43767898965997004,0.5865366110549007
7,0.2927843754013532,0.3721531913614764,0.42044296005820286,0.5652141879682147
8,0.29049091338539307,0.3871910814639453,0.4289871796956008,0.5814617312253736
9,0.28006761086364623,0.36313159191871863,0.40850996641840603,0.5587124079625716
10,0.2742116967369865,0.35198074715110883,0.3993870090885854,0.5489940031982496
11,0.27207197730863847,0.3536438384049186,0.3987152741219296,0.5464631104272365
12,0.26955183864269056,0.3389239004115592,0.3816811174339707,0.5350907718168515
13,0.26640190269919595,0.33800125369517187,0.38148294260409277,0.533906355030264
14,0.2651071720068377,0.3600848223474552,0.40723115911659724,0.5566043489814648
15,0.2621222111662839,0.3454527140968067,0.3938745634605945,0.5398772880642794
16,0.26184355456117475,0.34545769179117986,0.3922954069534818,0.5403827808236288
17,0.25854935418392555,0.34597428412850234,0.39081576025376014,0.5393658124167785
18,0.25183453725475724,0.3340214831593517,0.3805842027531701,0.5300225052959391
19,0.24931479256864703,0.3383558650585593,0.3843753213049695,0.5339631736981871
20,0.24791102161391454,0.3429851171490052,0.3889955221468531,0.5376680572064643
