epoch,train_loss,val_loss,val_mae,val_rmse
1,0.19109158978817312,0.5952396739583511,0.5961417866303246,0.7238116260298613
2,0.13003838065889173,0.6610473300558063,0.6286028063801504,0.7510406771441763
3,0.11621074427488463,0.6527371403858743,0.6321684871693861,0.7638736236044196
4,0.1087499614913067,0.693361087989764,0.6465286465150635,0.7775625497392604
5,0.10185640612959401,0.7374140790780996,0.6628567505087741,0.8013356958840988
